district,chiefdom,phu,facility_type,community,population_2023
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Mano Bembeteh,265
Bo District,Lugbu Chiefdom,Hima MCHP,MCHP,Venima,406
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Karleh,1858
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Gbangema,465
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Camp Village,332
Bo District,Lugbu Chiefdom,Karleh MCHP,MCHP,Kpatema,644
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Kpetewoma CHP,1451
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Bevehun,357
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Ngieya,527
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Tangahun,222
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Tobanda,109
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Yengassa,1016
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Bangorma,450
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Gondama,465
Bo District,Lugbu Chiefdom,Kpetewoma CHP,CHP,Kpwobu,180
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Ngeiyehun,1714
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Nguabu,222
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Benduma1,132
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Benduma2,515
Bo District,Lugbu Chiefdom,Ngieyehun MCHP,MCHP,Manowo,214
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Sumbuya CHC,1500
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Lower Saama,1062
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Bamba,598
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Mokordo,530
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Ngainga,236
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Tawamahehun,476
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Komende,693
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Moforay,587
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Gola,580
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Baoma,586
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Momando,220
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Mokombo,230
Bo District,Lugbu Chiefdom,Sumbuya (Lugbu) CHC,CHC,Mosorgbo,695
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Upper Saama,1786
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Kpatobu,905
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Kpoveihun,211
Bo District,Lugbu Chiefdom,Upper Saama MCHP,MCHP,Daama,400
Bo District,Lugbu Chiefdom,Yambama CHP,CHP,Yambama,2070
Bo District,Lugbu Chiefdom,Yambama CHP,CHP,Tongie,600
Bo District,Lugbu Chiefdom,Yambama CHP,CHP,Gendema,508
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Korbu,666
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Banda,204
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Njagbema,890
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Yallu,387
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Benduma,485
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Kpagbama,275
Bo District,Niawa Lenga Chiefdom,Korbu MCHP,MCHP,Kortuhun,383
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Nengbema,2170
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Tondorya,926
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Mbellebu,720
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Konima,100
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Nyadeyama,743
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Kpar,976
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Kongobahun,730
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Hendobu,200
Bo District,Niawa Lenga Chiefdom,Nengbema CHP,CHP,Luawa,96
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Ngogbebu,1050
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Meima,900
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Saama,503
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Bendu,300
Bo District,Niawa Lenga Chiefdom,Ngogbebu MCHP,MCHP,Kowa,600
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Pendembu,950
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Jormu,197
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Guamdoma,360
Bo District,Niawa Lenga Chiefdom,Pendebu MCHP,MCHP,Torkpoimbu,1100
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Sahn,2608
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Blama,453
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Jaiama,490
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Tamballu,578
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Torkpumbu,191
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Njagor,169
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Kolihun,27
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Ngiehun,347
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Sorma,124
Bo District,Niawa Lenga Chiefdom,Sahn (Niawa Lenga) CHC,CHC,Semabu,391
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Dambala,2360
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Tabema,276
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Gbumbeh,468
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Jayeima,314
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Gbeyahun,312
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Jolu,204
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Korwama,120
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Sembehun,657
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Njaluahun,405
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Mamboima,314
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Mobonde,276
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Bangorma,206
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Geima,198
Bo District,Selenga Chiefdom,Damballa CHC,CHC,Gbangeima,303
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Gbangba,830
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kenema,210
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Sembehun Jobai,280
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kpetema,183
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Seigbema,520
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kassema,570
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Kaniya,300
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Bongeya,207
Bo District,Selenga Chiefdom,Gbangba MCHP,MCHP,Foya,104
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gondama,3559
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gondama Barrack,2264
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Ngelehun,2119
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Konta 1,125
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Konta 2,40
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Sembehun Kokofele,1100
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Benduma,1020
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Guala,1200
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gbangema,347
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gondorhun,621
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Taninahun,30
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Lor,40
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Gubehun,30
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Magbema,1030
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Baoma,40
Bo District,Tikonko Chiefdom,Gondama (Tikonko) CHC,CHC,Lembema 2,330
Bo District,Tikonko Chiefdom,Griema MCHP,MCHP,Griema,2268
Bo District,Tikonko Chiefdom,Griema MCHP,MCHP,Njagbama,1557
Bo District,Tikonko Chiefdom,Griema MCHP,MCHP,Tikonkowo,178
Bo District,Tikonko Chiefdom,Haikal CHP,CHP,,
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Kassama,722
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Wotebehun,491
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Baoma,381
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Pelewahun,392
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Ngelahun,147
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Yengesa,1208
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Njala,52
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Sembalu,32
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Nigeria,19
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Buwaima,39
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Pujehun,18
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Taninahun,156
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Bevehun,467
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Tebonu,29
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Adala,244
Bo District,Tikonko Chiefdom,Kassama MCHP,MCHP,Adala Warreh,20
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Mattru on the rail,1756
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Ngandohun,150
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Kpoyama,159
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Nengbema,145
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Torkpumbu,150
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Kondiama,464
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Natehun,50
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Daru,200
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Kpawama,340
Bo District,Tikonko Chiefdom,Mattru on the Rail MCHP,MCHP,Mamboima,365
Bo District,Tikonko Chiefdom,Mendewa CHP,CHP,,
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sembehun Tabema,550
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sembehun Worreh,108
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sengama,340
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sengema Worreh,207
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sami,528
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Foikundor,410
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Foindu,250
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Sami Worreh,118
Bo District,Tikonko Chiefdom,Sebehun Tarbay MCHP,MCHP,Foikundor Worreh,101
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Sembehun 17,3725
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Sulehun,678
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Mamboima,557
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Tuba,302
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Sembehun 17 old Town,715
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Manowo,488
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Nyandeyama,727
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Ngolahun,889
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Majhun,512
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Fielor,472
Bo District,Tikonko Chiefdom,Sembehun 17 (Tikonko) CHP,CHP,Mokema,34
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Njagbala 1,889
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,St Albert,750
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Njagbla 2,2949
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,On the Rock,490
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Acheivers,485
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Madena 2,500
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Smith Gigba Town,487
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Kendiwabu,350
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Thomas Town,485
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Thomas Town Extension,492
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Banga Farm,342
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Kpaka Town,400
Bo District,Tikonko Chiefdom,Theresa Hakim CHP,CHP,Lower Mattru Road,326
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Tikonko,3500
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Nyagoihun Madoko,80
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Taninahun,210
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kakpema,360
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Wojo Vulahun,69
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gbanahun,80
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Mosakpa,109
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Dodo,210
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Niama,200
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Njala,240
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kigbai,280
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kpetema,260
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Borborbu,80
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Lembema,350
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Potahun,110
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Yovoyama,168
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Dandabu,115
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gibina,112
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Lokovulahun,66
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Mojebeh,180
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Tengbe Town,210
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,JCC Camp,40
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Sunga,350
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Surgbehun,308
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Nyagohun Villa,300
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Barlie,310
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gendema,220
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Gbalehun,610
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Julahun,364
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Wubanga,255
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Kpakuma,160
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Digbaya,260
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Faabu,80
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Torkpormbu,50
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Fobu,110
Bo District,Tikonko Chiefdom,Tikonko (Bo) CHC,CHC,Porgbahun,350
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Towama New Site,1000
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,worgibor,90
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Njala University Campous,300
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Torwama Old Town,600
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Torwama New Site 2,300
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Satohun,300
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,Air Field,600
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,J-Matter,600
Bo District,Tikonko Chiefdom,Towama MCHP,MCHP,I-Matta,400
Bo District,Tikonko Chiefdom,Veronica MCHP,MCHP,,
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Mosamai,1200
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Simbaru 2,720
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Simbaru 3,850
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,JCC,320
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Air Field,174
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Waima,600
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,Simbaru 1,510
Bo District,Tikonko Chiefdom,We Care Health Centre Clinic,Clinic,I-Matt,200
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Pelewahun,45
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Komende,420
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Njorpowahun,515
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Banda Town,35
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Njamawo,447
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Dandabu,323
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Toobu,422
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Torkpumbu,30
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Kamgah,35
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Ngaivulahun,845
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Faaweima,583
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Isweal,20
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Mbaoma,50
Bo District,Tikonko Chiefdom,Zion CHC,CHC,Solima,310
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Baomahun,4000
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Moyorgbo,200
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Njaweima,200
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Lablama,800
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Mendekelema,300
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Sembeck Line,200
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Bumpeh,300
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Juma,200
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Baoma II,200
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Kortuhun,300
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Carvoma,900
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Nyandehun,200
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Kongokpa,700
Bo District,Valunia Chiefdom,Baomahun CHC,CHC,Gbonheihun,200
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Foya,1425
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Kanjalu,350
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Kpakinbu,152
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Niayahun,123
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Gbangema,370
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Manowo,111
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Baomawo,125
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Dambawa,204
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Mano,80
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Njalihun Old town,521
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Njalihun Junction,424
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Njagbla,390
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Palima,45
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Pateya,102
Bo District,Valunia Chiefdom,Foya (Valunia) CHP,CHP,Hindogboiama,210
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Griema,290
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Njorporwahun,150
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Koyiema,182
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Koyeima Secondary School,617
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Califonia,100
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Ngiema,190
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Nyandiama,100
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Kormasie,105
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Mogbawo,110
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Mandu,730
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Madina,570
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Yambama,170
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Njagbema,900
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Tongorma,114
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Morseleh,70
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Londoma,70
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Njala,70
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Farma,190
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Benduma,100
Bo District,Valunia Chiefdom,Grima (Valunia) CHP,CHP,Heilabu,120
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Kenema Blango,700
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Semabu,300
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Kpetema,143
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Njallo,501
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Dassamu,568
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Mogbay,250
Bo District,Valunia Chiefdom,Kenema Blango CHC,CHC,Ngeihun,213
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Kpewama,876
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Ngulubu,104
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Sengima,209
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Logbana,212
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Nduya,323
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Taninahun,120
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Korwama,489
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Jallo,117
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Semabu,100
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Ngorjahun,200
Bo District,Valunia Chiefdom,Kpewama MCHP,MCHP,Konima,142
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kpuabu,340
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Youmandu Old Town,280
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Youmandu New town,105
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Njala,90
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Boiniama,60
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Balehun,120
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Gumbu,110
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kundorma new town,230
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kundorma Old town,380
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Sengema old town,665
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Sengema new town,125
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Massao,310
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Manjendu,206
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Yeagama,81
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kpetema,92
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Pujehun,51
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Njaluahun,68
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Nianyiahun,57
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Tommiya,58
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Nyadehun,91
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Koivama,82
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,Kossima,51
Bo District,Valunia Chiefdom,Kpuabu MCHP,MCHP,largor,63
